q,a,E1,E2,f,N,h1
0.8,126.1886163,3500,145,0.87,17333333,130.2135153
0.8,126.1886163,3500,145,0.87,33666666,157.0505142
0.8,126.1886163,3500,145,0.87,50000000,174.9030467
0.8,126.1886163,3500,145,0.93,1000000,37.75674113
0.8,126.1886163,3500,145,0.93,17333333,121.8126433
0.8,126.1886163,3500,145,0.93,33666666,146.9182229
0.8,126.1886163,3500,145,0.93,50000000,163.6189791
0.8,126.1886163,3500,145,1,1000000,35.11376925
0.8,126.1886163,3500,145,1,17333333,113.2857583
0.8,126.1886163,3500,145,1,33666666,136.6339473
0.8,126.1886163,3500,145,1,50000000,152.1656506
0.8,126.1886163,3500,124,0.8,1000000,61.64470494
0.8,126.1886163,3500,267,0.8,17333333,68.21212309
0.8,126.1886163,3500,267,0.8,33666666,93.82800279
0.8,126.1886163,3500,267,0.8,50000000,109.3112128
0.8,126.1886163,3500,143,0.87,1000000,42.02473064
0.8,126.1886163,3500,267,0.87,17333333,62.72379135
0.8,126.1886163,3500,267,0.87,33666666,86.27862326
0.8,126.1886163,3500,267,0.87,50000000,100.5160578
0.8,126.1886163,3500,145,0.93,1000000,37.75674113
0.8,126.1886163,3500,267,0.93,17333333,58.67709513
0.8,126.1886163,3500,267,0.93,33666666,80.71226047
0.8,126.1886163,3500,267,0.93,50000000,94.0311508
0.8,126.1886163,3500,142,1,1000000,37.27222309
0.8,126.1886163,3500,267,1,17333333,54.56969847
0.8,126.1886163,3500,267,1,33666666,75.06240224
0.8,126.1886163,3500,267,1,50000000,87.44897024
0.8,126.1886163,3500,156,0.8,1000000,32.56337793
0.8,126.1886163,3500,158,0.8,17333333,131.3182772
0.8,126.1886163,3500,390,0.8,33666666,20.68456879
0.8,126.1886163,3500,390,0.8,50000000,53.38364447
0.8,126.1886163,3500,165,0.87,1000000,15.73878582
0.8,126.1886163,3500,168,0.87,17333333,114.1115504
0.8,126.1886163,3500,390,0.87,33666666,19.02029314
0.8,126.1886163,3500,390,0.87,50000000,49.08840871
0.8,126.1886163,3500,165,0.93,1000000,14.72338028
0.8,126.1886163,3500,156,0.93,17333333,114.2621749
0.8,126.1886163,3500,390,0.93,33666666,17.79317745
0.8,126.1886163,3500,390,0.93,50000000,45.9214146
0.8,126.1886163,3500,164,1,1000000,15.84846746
0.8,126.1886163,3500,168,1,17333333,99.27704889
0.8,126.1886163,3500,390,1,33666666,16.54765503
0.8,126.1886163,3500,390,1,50000000,42.70691558
